 maxtemp,dewp,meanrh,meantemp,mintemp,rain
34.5285714286,23.5285714286,63.1428571429,31.5285714286,28.0571428571,1.84285714286
33.3142857143,23.6428571429,67.7142857143,30.4285714286,26.6142857143,5.92857142857
33.2714285714,23.3,66.8571428571,30.3285714286,26.6285714286,1.87142857143
32.9714285714,23.1428571429,68.0,29.8571428571,26.9714285714,3.37142857143
32.2428571429,23.0,70.1428571429,29.1714285714,25.7571428571,9.82857142857
33.1428571429,22.3285714286,64.8571428571,29.9285714286,25.7285714286,3.45714285714
33.9,23.5428571429,66.0,30.7714285714,27.1285714286,3.72857142857
32.9571428571,24.5714285714,75.8571428571,29.3857142857,27.0571428571,2.71428571429
32.7571428571,23.8142857143,75.1428571429,28.7857142857,28.5142857143,1.18571428571
33.2142857143,22.4285714286,65.1428571429,30.0,25.0857142857,3.37142857143
33.6142857143,23.0285714286,65.2857142857,30.4714285714,26.5285714286,9.05714285714
33.3428571429,24.0285714286,67.5714285714,31.0,28.0,0.0142857142857
32.8714285714,24.6571428571,77.5714285714,29.1285714286,28.0142857143,7.1
33.2142857143,23.5285714286,71.5714285714,29.3142857143,25.4714285714,0.0571428571429
33.3857142857,23.3,69.4285714286,29.8714285714,25.3857142857,1.82857142857
33.3857142857,21.7571428571,62.0,30.1857142857,26.1285714286,2.21428571429
33.0428571429,23.8857142857,76.7142857143,28.6428571429,24.8857142857,11.7
33.0714285714,23.5285714286,70.1428571429,29.8142857143,25.6,2.51428571429
34.0714285714,23.5428571429,65.5714285714,31.0428571429,26.7285714286,2.44285714286
34.0,21.3428571429,57.7142857143,30.7857142857,25.6,0.0
33.7,20.5857142857,57.5714285714,30.1142857143,25.0714285714,0.0
33.6,23.0285714286,65.2857142857,30.5142857143,26.3142857143,0.257142857143
32.6285714286,22.3,64.2857142857,30.0571428571,26.3285714286,1.94285714286
32.0857142857,18.0857142857,53.5714285714,28.6285714286,24.2428571429,0.0
30.7,16.7285714286,54.8571428571,26.8,22.1857142857,0.0
31.7857142857,18.1285714286,54.8571428571,28.3857142857,23.7428571429,2.31428571429
31.7571428571,17.2142857143,54.1428571429,27.7857142857,22.5428571429,0.128571428571
29.8714285714,18.7285714286,63.8571428571,26.4571428571,22.8571428571,0.0285714285714
31.1571428571,14.9571428571,49.1428571429,26.8428571429,21.0428571429,0.0
32.0142857143,20.1857142857,62.4285714286,28.5142857143,23.6,0.0
32.1428571429,19.7285714286,59.5714285714,28.9285714286,25.1428571429,0.814285714286
32.6714285714,16.0285714286,47.5714285714,28.8571428571,23.5285714286,0.0
32.6,22.0714285714,66.5714285714,29.1857142857,25.3714285714,0.814285714286
32.3714285714,22.4714285714,66.7142857143,29.5142857143,25.7571428571,0.928571428571
32.6857142857,23.8857142857,70.4285714286,30.0,27.1,0.0714285714286
33.6714285714,24.7142857143,70.2857142857,30.8285714286,26.9571428571,0.0
34.3571428571,24.3571428571,68.1428571429,31.0285714286,26.8857142857,0.0
32.5857142857,23.6714285714,71.7142857143,29.5428571429,26.4428571429,10.8
33.6857142857,22.9428571429,65.2857142857,30.4714285714,26.4285714286,7.97142857143
35.3285714286,23.4571428571,63.8571428571,31.5142857143,27.3428571429,4.05714285714
34.1857142857,22.7428571429,63.2857142857,30.9714285714,26.1142857143,4.37142857143
35.5,23.0857142857,60.7142857143,32.2142857143,27.9714285714,0.0571428571429
34.1,23.5,67.2857142857,30.4857142857,26.8,3.68571428571
36.0142857143,24.8285714286,67.4285714286,31.8571428571,28.2285714286,6.27142857143
35.7,25.1285714286,69.2857142857,31.7714285714,27.8428571429,2.82857142857
35.3857142857,24.3714285714,65.4285714286,31.8857142857,27.6,0.0
34.9428571429,24.2428571429,64.2857142857,31.9857142857,28.3857142857,1.01428571429
36.2142857143,24.0571428571,60.2857142857,33.0142857143,28.8285714286,1.85714285714
37.1142857143,24.5714285714,65.4285714286,32.3142857143,26.3714285714,28.7428571429
33.9428571429,24.2285714286,68.8571428571,30.9428571429,26.1857142857,24.9428571429
34.0142857143,21.8142857143,59.1428571429,31.0714285714,26.5,4.6
33.1,22.6571428571,61.7142857143,31.0571428571,28.1428571429,0.0
35.0142857143,22.9571428571,61.5714285714,31.4428571429,28.1857142857,2.58571428571
34.5285714286,22.0,56.5714285714,32.0142857143,28.0142857143,2.85714285714
32.0857142857,22.9142857143,66.2857142857,29.9857142857,27.1571428571,4.85714285714
33.5857142857,22.8,63.1428571429,30.9142857143,27.0571428571,13.0571428571
32.1142857143,24.0428571429,76.2857142857,28.8714285714,24.1571428571,4.62857142857
33.4,22.5,61.8571428571,30.9142857143,27.5714285714,0.0
35.2857142857,23.1857142857,61.1428571429,31.8428571429,27.8571428571,0.857142857143
34.7428571429,22.1285714286,58.1428571429,31.5714285714,28.7,0.0
34.4,24.0142857143,69.2857142857,30.4142857143,26.6428571429,3.4
33.9142857143,23.7285714286,65.8571428571,31.0142857143,26.9714285714,3.62857142857
31.3,24.3857142857,78.7142857143,28.6571428571,24.6571428571,17.2285714286
33.2285714286,24.7142857143,74.1428571429,30.2142857143,25.8857142857,10.3428571429
34.4142857143,25.1714285714,74.2857142857,30.4714285714,26.2571428571,13.5714285714
30.6142857143,25.3714285714,86.2857142857,27.9857142857,24.9857142857,22.7714285714
32.0571428571,24.2857142857,77.8571428571,28.7285714286,25.5142857143,14.3571428571
33.5857142857,24.6,71.0,30.6714285714,27.1428571429,3.12857142857
34.0142857143,23.6285714286,68.0,30.7,26.1714285714,4.88571428571
33.7571428571,23.2714285714,64.4285714286,31.0857142857,25.7714285714,3.61428571429
33.8142857143,24.3,69.1428571429,30.8428571429,27.1285714286,0.714285714286
34.0714285714,25.0,73.2857142857,30.5714285714,27.3,1.71428571429
34.8571428571,23.9428571429,65.2857142857,31.6142857143,26.6285714286,0.0
33.6142857143,22.9857142857,63.0,31.0428571429,27.1142857143,0.0
33.4857142857,22.8428571429,66.7142857143,30.0714285714,25.7285714286,9.78571428571
34.8714285714,23.6,65.8571428571,31.1857142857,25.7,0.0
31.4714285714,19.3428571429,59.1428571429,28.2714285714,23.2,0.0
33.1428571429,22.5857142857,64.2857142857,30.4714285714,26.2571428571,0.0
33.6142857143,20.0571428571,57.0,29.9857142857,25.3714285714,0.0
32.9428571429,23.5,71.8571428571,29.4571428571,25.2,1.34285714286
34.0,24.8285714286,73.7142857143,30.2428571429,25.7142857143,5.74285714286
27.5714285714,18.2,69.4285714286,24.3857142857,21.3857142857,3.41428571429
32.8571428571,22.2571428571,65.7142857143,29.6857142857,25.7,0.0142857142857
30.8857142857,15.2428571429,50.5714285714,26.6857142857,20.1857142857,0.0
34.4142857143,24.3714285714,71.5714285714,30.4285714286,25.6571428571,0.0
33.3857142857,23.4857142857,69.2857142857,30.0,26.2714285714,0.0
34.6428571429,17.5285714286,50.4285714286,30.5,24.4,0.0
33.9142857143,24.7,70.7142857143,30.9285714286,26.5857142857,0.0
33.7714285714,25.0142857143,71.7142857143,31.0571428571,27.6571428571,0.0
35.3285714286,25.6714285714,71.5714285714,31.7142857143,27.7142857143,0.0
33.9142857143,23.7857142857,68.0,30.6428571429,27.1142857143,1.9
34.7285714286,25.2,68.8571428571,31.9428571429,28.4428571429,0.0
37.1428571429,25.1,63.8571428571,33.3,28.1571428571,0.0
37.2285714286,25.9571428571,67.8571428571,32.7428571429,29.1142857143,0.0
35.3714285714,26.5,71.5714285714,32.8285714286,29.8,0.0
36.0714285714,26.3714285714,70.2857142857,32.5571428571,28.8571428571,3.72857142857
37.3571428571,26.6571428571,68.0,33.7142857143,30.0857142857,0.0
36.3,25.4857142857,65.7142857143,32.5428571429,28.3142857143,10.5
35.9571428571,24.0857142857,61.7142857143,32.7142857143,29.0428571429,0.6
33.7,25.6857142857,73.7142857143,31.2571428571,27.5571428571,6.38571428571
35.2571428571,24.8142857143,66.2857142857,32.1142857143,27.5,3.1
33.7714285714,24.8428571429,71.4285714286,31.2285714286,27.4714285714,14.7857142857
32.7,25.6714285714,80.4285714286,29.5285714286,25.2142857143,29.3571428571
32.8714285714,24.4571428571,72.1428571429,30.0857142857,26.5285714286,9.22857142857
33.1857142857,25.0428571429,76.4285714286,29.7857142857,26.5142857143,6.15714285714
33.6714285714,24.8,71.1428571429,31.0428571429,26.5714285714,2.04285714286
35.2571428571,25.6571428571,70.5714285714,31.8285714286,26.5428571429,5.92857142857
34.2142857143,25.0428571429,71.2857142857,31.0285714286,26.7857142857,1.6
34.3428571429,24.1571428571,68.4285714286,30.8285714286,26.8142857143,5.1
33.9,24.9714285714,74.5714285714,30.2857142857,26.0714285714,15.4
33.9857142857,25.8,76.8571428571,30.5857142857,27.4,2.42857142857
35.1142857143,24.7285714286,67.8571428571,31.7285714286,27.1142857143,14.1428571429
33.7142857143,25.6285714286,75.2857142857,30.4285714286,26.7714285714,6.68571428571
33.9285714286,24.2571428571,70.4285714286,30.6285714286,25.5714285714,11.2142857143
33.0285714286,24.4,74.8571428571,29.5571428571,26.3428571429,7.65714285714
31.6571428571,25.0857142857,80.7142857143,29.0,25.5571428571,26.0
33.0714285714,25.1,75.7142857143,30.0285714286,25.7142857143,6.14285714286
33.0142857143,25.0142857143,78.5714285714,29.3571428571,26.1142857143,15.5857142857
33.7857142857,25.0428571429,76.7142857143,29.8571428571,26.0285714286,4.77142857143
32.7285714286,25.0571428571,75.7142857143,30.0428571429,27.0285714286,7.6
33.2285714286,24.9285714286,76.1428571429,29.9,26.1714285714,30.5428571429
32.0,24.4571428571,74.8571428571,29.1714285714,24.9714285714,8.22857142857
32.3571428571,24.7857142857,78.4285714286,29.2571428571,26.4714285714,7.1
34.4142857143,23.6714285714,64.2857142857,31.2428571429,26.1142857143,0.628571428571
33.8285714286,23.8142857143,69.1428571429,30.9571428571,26.6428571429,10.2571428571
32.8714285714,22.7857142857,63.7142857143,29.8571428571,26.2714285714,0.0
32.9285714286,21.6,65.7142857143,28.8285714286,29.1428571429,0.0
31.6285714286,20.6857142857,60.4285714286,29.1857142857,25.4285714286,0.0
33.3571428571,21.1285714286,61.7142857143,30.0,25.0142857143,0.0
32.6142857143,20.6714285714,57.7142857143,29.0428571429,26.5571428571,0.0
31.8714285714,21.7714285714,67.5714285714,28.4857142857,24.7571428571,0.0
31.1,23.9285714286,78.7142857143,28.1857142857,24.9,2.42857142857
33.4857142857,22.7285714286,63.2857142857,30.7142857143,26.8,0.0571428571429
32.4857142857,21.1285714286,63.1428571429,29.0571428571,24.5285714286,0.0
32.6142857143,19.9571428571,59.8571428571,29.0714285714,24.8,0.0
34.8142857143,19.6285714286,54.5714285714,30.4,23.8142857143,0.0
32.2285714286,19.6571428571,57.8571428571,29.0571428571,23.8,0.0
33.6428571429,25.2142857143,72.5714285714,31.0285714286,27.2857142857,0.0
34.0714285714,22.6714285714,61.0,31.5857142857,27.9142857143,0.0
33.8428571429,24.6714285714,71.4285714286,30.7,27.2857142857,0.0
35.5285714286,25.0142857143,69.2857142857,31.5714285714,27.1142857143,0.514285714286
35.4714285714,25.1714285714,69.1428571429,31.9285714286,27.4285714286,0.0
33.5285714286,25.0857142857,74.0,30.5285714286,26.2857142857,2.14285714286
33.9142857143,25.6428571429,75.0,30.7285714286,26.4714285714,1.62857142857
35.5571428571,25.2285714286,68.4285714286,32.1571428571,28.1142857143,0.0
36.2,23.9285714286,62.1428571429,32.4857142857,27.8,0.0
36.4285714286,25.3857142857,65.7142857143,32.9857142857,28.8714285714,3.14285714286
35.8428571429,25.7428571429,69.2857142857,32.2714285714,27.7428571429,2.8
34.1142857143,25.9571428571,77.4285714286,30.6,26.5857142857,4.32857142857
33.1,26.3857142857,81.7142857143,30.0,26.4857142857,25.9571428571
35.0,26.2857142857,77.5714285714,31.0,27.0571428571,19.3857142857
33.3142857143,26.2714285714,78.8571428571,30.5857142857,27.5142857143,9.34285714286
33.5571428571,26.1,77.1428571429,30.7285714286,27.0,5.81428571429
35.0142857143,24.2,64.8571428571,31.9285714286,27.1857142857,0.0714285714286
34.5,25.2285714286,73.1428571429,30.8428571429,26.5571428571,9.07142857143
34.2285714286,25.3,73.8571428571,30.6428571429,25.5,13.4428571429
33.7,25.3714285714,77.4285714286,29.9714285714,25.8571428571,13.9571428571
33.1428571429,24.4857142857,72.8571428571,30.0142857143,25.9571428571,9.68571428571
32.4857142857,24.4428571429,73.4285714286,29.8285714286,26.5142857143,4.04285714286
33.7285714286,24.6285714286,72.5714285714,30.3571428571,26.6142857143,9.5
34.2857142857,25.0714285714,70.7142857143,31.2857142857,27.5,1.37142857143
34.6428571429,25.1571428571,71.0,31.3857142857,27.2571428571,2.21428571429
33.9,25.1571428571,73.8571428571,30.6857142857,26.8142857143,10.6571428571
34.0428571429,24.7142857143,72.5714285714,30.4428571429,26.6142857143,22.5714285714
33.2857142857,24.5,73.1428571429,30.0428571429,25.6428571429,4.28571428571
34.0,25.0714285714,72.1428571429,30.9285714286,26.2,19.6
34.7142857143,25.8571428571,75.5714285714,31.0142857143,26.8428571429,6.51428571429
33.4714285714,25.1571428571,76.7142857143,30.0714285714,26.2428571429,18.1142857143
33.7428571429,25.1857142857,73.8571428571,30.6285714286,25.7,10.0285714286
30.7428571429,25.4428571429,89.0,27.5,25.6428571429,15.3714285714
32.9714285714,26.0714285714,83.2857142857,29.3714285714,25.5142857143,34.9571428571
33.4,25.2428571429,77.2857142857,29.9,25.9714285714,16.5714285714
33.0714285714,25.0,75.2857142857,30.2,25.1,7.21428571429
32.9571428571,20.3714285714,58.5714285714,29.6142857143,25.9714285714,0.0
30.9142857143,21.7142857143,68.1428571429,28.3571428571,25.7857142857,1.11428571429
33.4571428571,24.9857142857,74.1428571429,30.2857142857,26.0714285714,0.257142857143
31.9142857143,23.5,73.0,29.0714285714,25.4714285714,4.65714285714
32.6142857143,21.5857142857,61.1428571429,30.0857142857,26.0714285714,0.0
32.7285714286,21.5,61.7142857143,29.8285714286,25.6142857143,0.0
32.6857142857,23.9571428571,73.5714285714,29.4571428571,25.6571428571,5.0
28.1571428571,13.0142857143,50.2857142857,24.1714285714,19.4142857143,0.0
28.9142857143,20.2,72.8571428571,25.9,22.3285714286,1.97142857143
